"BehaviorSpace results (NetLogo 6.3.0)"
"FFAR_ABMmodel_umbrella.nlogo"
"beef_grassfed"
"11/11/2023 08:47:19:517 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","624","0","452"
"[run number]","wheat-model","beef-scenario","wheat-scenario","potato-model","peach-scenario","display-style","hide-turtles?","peach-model","beef-model","debug-mode","potato-scenario","[step]","potato-model","wheat-model","peach-model","beef-model","potato-scenario","wheat-scenario","peach-scenario","beef-scenario","beef-conventional_production-total-model-run","beef-grassfed_production-total-model-run","beef-colorado-source-id_production-total-model-run","beef-animal-welfare_production-total-model-run","min [assets-change] of beef_ranchers","max [assets-change] of beef_ranchers","mean [assets-change] of beef_ranchers","median [assets-change] of beef_ranchers","standard-deviation [assets-change] of beef_ranchers","min [assets-change] of beef_packing-houses","max [assets-change] of beef_packing-houses","mean [assets-change] of beef_packing-houses","median [assets-change] of beef_packing-houses","standard-deviation [assets-change] of beef_packing-houses","min [assets-change] of distributors","max [assets-change] of distributors","mean [assets-change] of distributors","median [assets-change] of distributors","min [assets-change] of dps_buyers","max [assets-change] of dps_buyers","mean [assets-change] of dps_buyers","median [assets-change] of dps_buyers","min [tls-initial] of beef_ranchers","max [tls-initial] of beef_ranchers","mean [tls-initial] of beef_ranchers","median [tls-initial] of beef_ranchers","standard-deviation [tls-initial] of beef_ranchers","min [tls-final] of beef_ranchers","max [tls-final] of beef_ranchers","mean [tls-final] of beef_ranchers","median [tls-final] of beef_ranchers","standard-deviation [tls-final] of beef_ranchers","min [tls-change] of beef_ranchers","max [tls-change] of beef_ranchers","mean [tls-change] of beef_ranchers","median [tls-change] of beef_ranchers","standard-deviation [tls-change] of beef_ranchers","delta-hei-low-income","delta-hei-high-income","beef_CO2-kg-eq-at-farm-model-run","beef_h2o-m3-at-farm-model-run","beef_CO2-kg-eq-at-Denver-model-run","beef_h2o-m3-at-Denver-model-run"
"37","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","79779600","79779600","79779600","79779600","0","816488.4010531259","21651.095646699905","0","93878.49401027415","0","3615352.0614820053","1807676.0307410026","1807676.0307410026","2556439.95905069","0","0","0","0","-9720961.033851378","-9720961.033851378","-9720961.033851378","-9720961.033851378","0","1","0.48953900709219955","0.45","0.2460480529906819","0","1","0.48953900709219955","0.45","0.2460480529906819","0","0","0","0","0","0","0","1.0141582751999999E9","1.0228510604159999E8","1.57498992E7","1388324.4479999999"
"38","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","80697600","80697600","80697600","80697600","0","488293.04102961393","19568.618639178545","0","75882.53299643683","0","3243088.426430605","1621544.2132153024","1621544.2132153024","2293209.8183166906","0","0","0","0","-8761438.882678954","-8761438.882678954","-8761438.882678954","-8761438.882678954","0","1","0.521099290780143","0.45","0.2620203410909215","0","1","0.521099290780143","0.45","0.2620203410909215","0","0","0","0","0","0","0","1.0258278911999999E9","1.034620701696E8","1.42230816E7","1253738.304"
"39","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","71871600","71871600","71871600","71871600","0","689995.6552048649","19401.794526018013","0","75445.50804696638","0","3205624.4405890484","1602812.2202945242","1602812.2202945242","2266718.779877849","0","0","0","0","-8676930.496926129","-8676930.496926129","-8676930.496926129","-8676930.496926129","0","1","0.5000000000000009","0.45","0.24556565538202368","0","1","0.5000000000000009","0.45","0.24556565538202368","0","0","0","0","0","0","0","9.136317792E8","9.21462908736E7","14308812","1261295.28"
"40","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","81405600","81405600","81405600","81405600","0","599918.8458693819","19784.077374155117","0","81098.18222616334","0","3221299.096624149","1610649.5483120745","1610649.5483120745","2277802.4354530354","0","0","0","0","-8800408.91613589","-8800408.91613589","-8800408.91613589","-8800408.91613589","0","1","0.4780141843971647","0.45","0.2493314044886425","0","1","0.4780141843971647","0.45","0.2493314044886425","0","0","0","0","0","0","0","1.0348279871999999E9","1.0436979413759999E8","1.4374130399999999E7","1267052.976"
"41","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","80262000","80262000","80262000","80262000","0","715508.0063696787","19690.707185239353","0","85212.90230947205","0","3319233.5806893003","1659616.7903446502","1659616.7903446502","2347052.5732475095","0","0","0","0","-8872013.0069268","-8872013.0069268","-8872013.0069268","-8872013.0069268","0","1","0.5046099290780153","0.45","0.2587198645246225","0","1","0.5046099290780153","0.45","0.2587198645246225","0","0","0","0","0","0","0","1020290544","1.02903589152E8","1.44272016E7","1271731.104"
"42","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","75448800","75448800","75448800","75448800","0","666943.5078087972","19937.34573574513","0","81625.53337850305","0","3384937.5733810253","1692468.7866905127","1692468.7866905127","2393512.3120308598","0","0","0","0","-9007269.070861148","-9007269.070861148","-9007269.070861148","-9007269.070861148","0","1","0.5083333333333342","0.45","0.25953638289279807","0","1","0.5083333333333342","0.45","0.25953638289279807","0","0","0","0","0","0","0","9.591051456000001E8","9.67326046848E7","1.4619074399999999E7","1288644.336"
"43","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","76626000","76626000","76626000","76626000","0","624759.0063357439","20013.158645616208","0","81544.82076919365","0","3223808.4739400977","1611904.2369700489","1611904.2369700489","2279576.8331696982","0","0","0","0","-8867519.212003864","-8867519.212003864","-8867519.212003864","-8867519.212003864","0","1","0.5088652482269513","0.45","0.263785991654217","0","1","0.5088652482269513","0.45","0.263785991654217","0","0","0","0","0","0","0","974069712","9.8241888096E7","1.4643568799999999E7","1290803.4719999998"
"44","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","79226400","79226400","79226400","79226400","0","990392.7705788516","20543.753904199057","0","84033.33391033887","0","3159221.718267334","1579610.859133667","1579610.859133667","2233907.1002586484","0","0","0","0","-8952560.319251468","-8952560.319251468","-8952560.319251468","-8952560.319251468","0","1","0.5143617021276603","0.45","0.27091734965298897","0","1","0.5143617021276603","0.45","0.27091734965298897","0","0","0","0","0","0","0","1.0071259968000001E9","1.015758505344E8","1.4537426399999999E7","1281447.216"
"45","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","72100800","72100800","72100800","72100800","0","398275.9905785164","19773.247868468847","0","75023.71524428233","0","3293849.1432798672","1646924.5716399336","1646924.5716399336","2329103.065418694","0","0","0","0","-8869905.042188086","-8869905.042188086","-8869905.042188086","-8869905.042188086","0","1","0.4643617021276604","0.45","0.2588252622771238","0","1","0.4643617021276604","0.45","0.2588252622771238","0","0","0","0","0","0","0","9.165453696E8","9.244014727679999E7","14370048","1266693.1199999999"
"46","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","79642800","79642800","79642800","79642800","0","386834.82302588405","19937.647487281167","0","71677.00082470648","0","3285259.8838517237","1642629.9419258619","1642629.9419258619","2323029.5418316834","0","0","0","0","-8907676.475265013","-8907676.475265013","-8907676.475265013","-8907676.475265013","0","1","0.5118794326241146","0.45","0.271136424149808","0","1","0.5118794326241146","0.45","0.271136424149808","0","0","0","0","0","0","0","1.0124192736000001E9","1.021097153088E8","1.4455778399999999E7","1274250.096"
"47","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","79232400","79232400","79232400","79232400","0","458302.54000407824","19460.125853479967","0","77119.71027111076","0","3160244.320869497","1580122.1604347485","1580122.1604347485","2234630.189493097","0","0","0","0","-8647999.811550846","-8647999.811550846","-8647999.811550846","-8647999.811550846","0","1","0.4843971631205687","0.45","0.2529635557967168","0","1","0.4843971631205687","0.45","0.2529635557967168","0","0","0","0","0","0","0","1.0072022688000001E9","1.0158354311039999E8","1.44639432E7","1274969.808"
"48","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","74298000","74298000","74298000","74298000","0","548517.3995050568","20017.98217716638","0","81347.68363798564","0","3171028.16205942","1585514.08102971","1585514.08102971","2242255.51672573","0","0","0","0","-8816099.13602034","-8816099.13602034","-8816099.13602034","-8816099.13602034","0","1","0.5031914893617031","0.45","0.24860556061192376","0","1","0.5031914893617031","0.45","0.24860556061192376","0","0","0","0","0","0","0","944476176","9.5257168608E7","1.44680256E7","1275329.6639999999"
"49","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","74571600","74571600","74571600","74571600","0","744804.3840249149","19513.501614160676","0","80029.95130879135","0","3286837.3769866126","1643418.6884933063","1643418.6884933063","2324144.9979246384","0","0","0","0","-8789644.83217992","-8789644.83217992","-8789644.83217992","-8789644.83217992","0","1","0.4774822695035471","0.45","0.265545248580993","0","1","0.4774822695035471","0.45","0.265545248580993","0","0","0","0","0","0","0","9.479541791999999E8","9.56079500736E7","1.4194504799999999E7","1251219.312"
"50","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","79180800","79180800","79180800","79180800","0","762363.368151926","20051.035673421462","0","89044.8071090648","0","3167117.355137412","1583558.677568706","1583558.677568706","2239490.158631267","0","0","0","0","-8821509.415042266","-8821509.415042266","-8821509.415042266","-8821509.415042266","0","1","0.5023049645390081","0.45","0.26112950505339166","0","1","0.5023049645390081","0.45","0.26112950505339166","0","0","0","0","0","0","0","1.0065463296000001E9","1.015173869568E8","1.4435366399999999E7","1272450.8159999999"
"51","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","80468400","80468400","80468400","80468400","0","544814.5567635213","19193.384881425176","0","69275.07697387972","0","3308311.0635428736","1654155.5317714368","1654155.5317714368","2339329.187305645","0","0","0","0","-8720845.600104773","-8720845.600104773","-8720845.600104773","-8720845.600104773","0","1","0.5108156028368804","0.45","0.2781772931892116","0","1","0.5108156028368804","0.45","0.2781772931892116","0","0","0","0","0","0","0","1.0229143008000001E9","1.031682137664E8","1.42802352E7","1258776.288"
"52","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","74610000","74610000","74610000","74610000","0","574424.8309099355","20599.115883115817","0","78938.43455542282","0","3228976.148164534","1614488.074082267","1614488.074082267","2283230.93065676","0","0","0","0","-9037926.827203194","-9037926.827203194","-9037926.827203194","-9037926.827203194","0","1","0.4973404255319158","0.45","0.26167068842051444","0","1","0.4973404255319158","0.45","0.26167068842051444","0","0","0","0","0","0","0","948442320","9.565718255999999E7","1.4904842399999999E7","1313834.256"
"53","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","79645200","79645200","79645200","79645200","0","1823540.3596014145","20872.968650966915","0","124769.03981864873","0","3556924.5714389565","1778462.2857194783","1778462.2857194783","2515125.4846335407","0","0","0","0","-9443101.731011627","-9443101.731011627","-9443101.731011627","-9443101.731011627","0","1","0.4959219858156038","0.45","0.26992031434950137","0","1","0.4959219858156038","0.45","0.26992031434950137","0","0","0","0","0","0","0","1.0124497824000001E9","1.021127923392E8","1.54069776E7","1358096.544"
"54","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","77841600","77841600","77841600","77841600","0","427863.6038867663","19218.34664811712","0","67391.86732035379","0","3404032.2155224597","1702016.1077612299","1702016.1077612299","2407014.2629733984","0","0","0","0","-8823605.970291488","-8823605.970291488","-8823605.970291488","-8823605.970291488","0","1","0.519326241134753","0.45","0.28648173838203034","0","1","0.519326241134753","0.45","0.28648173838203034","0","0","0","0","0","0","0","9.895224191999999E8","9.98004039936E7","1.44067896E7","1269931.824"
"55","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","81582000","81582000","81582000","81582000","0","560209.7100843274","20367.923838666535","0","77429.20177656568","0","3230933.463994676","1615466.731997338","1615466.731997338","2284614.961953177","0","0","0","0","-8974687.986498639","-8974687.986498639","-8974687.986498639","-8974687.986498639","0","1","0.5202127659574477","0.45","0.24447479645107703","0","1","0.5202127659574477","0.45","0.24447479645107703","0","0","0","0","0","0","0","1037070384","1.04595955872E8","1.4663980799999999E7","1292602.7519999999"
"56","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","79920000","79920000","79920000","79920000","0","804491.0941310511","19969.238563537354","0","88436.29338286213","0","3372684.3705713963","1686342.1852856982","1686342.1852856982","2384847.9892329173","0","0","0","0","-9004009.645488927","-9004009.645488927","-9004009.645488927","-9004009.645488927","0","1","0.4689716312056746","0.45","0.2577689782876065","0","1","0.4689716312056746","0.45","0.2577689782876065","0","0","0","0","0","0","0","1015943040","1.0246511232E8","14492520","1277488.8"
"57","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","75754800","75754800","75754800","75754800","0","408456.8240507191","19777.460256149883","0","75250.25216522759","0","3193797.176630768","1596898.588315384","1596898.588315384","2258355.6413300657","0","0","0","0","-8771040.968865035","-8771040.968865035","-8771040.968865035","-8771040.968865035","0","1","0.495744680851065","0.45","0.25568200345998987","0","1","0.495744680851065","0.45","0.25568200345998987","0","0","0","0","0","0","0","9.629950176000001E8","9.71249260608E7","1.45088496E7","1278928.224"
"58","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","76942800","76942800","76942800","76942800","0","670843.6143373549","20599.450353451575","0","87416.9111096142","0","3355294.2010714104","1677647.1005357052","1677647.1005357052","2372551.2824534937","0","0","0","0","-9164339.200744757","-9164339.200744757","-9164339.200744757","-9164339.200744757","0","1","0.49007092198581675","0.45","0.26769876429324263","0","1","0.49007092198581675","0.45","0.26769876429324263","0","0","0","0","0","0","0","9.780968736000001E8","9.864805610880001E7","14900760","1313474.4"
"59","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","76500000","76500000","76500000","76500000","0","513300.2265239351","19456.826449926568","0","77815.4044523906","0","3268600.4468848323","1634300.2234424162","1634300.2234424162","2311249.5409816448","0","0","0","0","-8755425.505764125","-8755425.505764125","-8755425.505764125","-8755425.505764125","0","1","0.5131205673758873","0.45","0.2628982584738317","0","1","0.5131205673758873","0.45","0.2628982584738317","0","0","0","0","0","0","0","972468000","98080344","1.42639056E7","1257336.864"
"60","false","grassfed","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","grassfed","74713200","74713200","74713200","74713200","0","835140.8118164033","19926.604414987753","0","88673.88253137088","0","3391124.487619779","1695562.2438098895","1695562.2438098895","2397887.121043702","0","0","0","0","-9010426.932646323","-9010426.932646323","-9010426.932646323","-9010426.932646323","0","1","0.5040780141843979","0.45","0.23785675796264044","0","1","0.5040780141843979","0.45","0.23785675796264044","0","0","0","0","0","0","0","9.497541984000001E8","9.57894948672E7","1.4455778399999999E7","1274250.096"
