"BehaviorSpace results (NetLogo 6.3.0)"
"FFAR_ABMmodel_umbrella.nlogo"
"beef_baseline"
"11/10/2023 14:55:06:382 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","624","0","452"
"[run number]","wheat-model","beef-scenario","wheat-scenario","potato-model","peach-scenario","display-style","hide-turtles?","peach-model","beef-model","debug-mode","potato-scenario","[step]","potato-model","wheat-model","peach-model","beef-model","potato-scenario","wheat-scenario","peach-scenario","beef-scenario","beef-conventional_production-total-model-run","beef-grassfed_production-total-model-run","beef-colorado-source-id_production-total-model-run","beef-animal-welfare_production-total-model-run","min [assets-change] of beef_ranchers","max [assets-change] of beef_ranchers","mean [assets-change] of beef_ranchers","median [assets-change] of beef_ranchers","standard-deviation [assets-change] of beef_ranchers","min [assets-change] of beef_packing-houses","max [assets-change] of beef_packing-houses","mean [assets-change] of beef_packing-houses","median [assets-change] of beef_packing-houses","standard-deviation [assets-change] of beef_packing-houses","min [assets-change] of distributors","max [assets-change] of distributors","mean [assets-change] of distributors","median [assets-change] of distributors","min [assets-change] of dps_buyers","max [assets-change] of dps_buyers","mean [assets-change] of dps_buyers","median [assets-change] of dps_buyers","min [tls-initial] of beef_ranchers","max [tls-initial] of beef_ranchers","mean [tls-initial] of beef_ranchers","median [tls-initial] of beef_ranchers","standard-deviation [tls-initial] of beef_ranchers","min [tls-final] of beef_ranchers","max [tls-final] of beef_ranchers","mean [tls-final] of beef_ranchers","median [tls-final] of beef_ranchers","standard-deviation [tls-final] of beef_ranchers","min [tls-change] of beef_ranchers","max [tls-change] of beef_ranchers","mean [tls-change] of beef_ranchers","median [tls-change] of beef_ranchers","standard-deviation [tls-change] of beef_ranchers","delta-hei-low-income","delta-hei-high-income","beef_CO2-kg-eq-at-farm-model-run","beef_h2o-m3-at-farm-model-run","beef_CO2-kg-eq-at-Denver-model-run","beef_h2o-m3-at-Denver-model-run"
"31","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","73773600","73773600","73773600","73773600","0","279245.7374887332","11536.193582431919","0","44962.285056774075","0","1289665.8976951297","644832.9488475649","644832.9488475649","911931.5017252625","810047.7481411336","810047.7481411336","810047.7481411336","810047.7481411336","-5352920.236082065","-5352920.236082065","-5352920.236082065","-5352920.236082065","0","1","0.49645390070922096","0.45","0.2595949068469697","0","1","0.49645390070922096","0.45","0.2595949068469697","0","0","0","0","0","0","0","9.378100032E8","9.45848374656E7","1.6437455999999998E7","1263182.76"
"32","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","74019600","74019600","74019600","74019600","0","268608.50976330985","11877.021632536263","0","48014.973598382254","0","1397929.2275962445","698964.6137981223","698964.6137981223","988485.236452177","560662.7547306106","560662.7547306106","560662.7547306106","560662.7547306106","-5307912.08270208","-5307912.08270208","-5307912.08270208","-5307912.08270208","0","1","0.4856382978723415","0.45","0.2428649809155272","0","1","0.4856382978723415","0.45","0.2428649809155272","0","0","0","0","0","0","0","9.409371551999999E8","9.49002330816E7","1.6706390399999999E7","1283849.784"
"33","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","76515600","76515600","76515600","76515600","0","290150.0336336892","11515.96130036648","0","43949.034090290676","0","1267963.1859460305","633981.5929730153","633981.5929730153","896585.3670773375","742291.7691346585","742291.7691346585","742291.7691346585","742291.7691346585","-5257756.041784037","-5257756.041784037","-5257756.041784037","-5257756.041784037","0","1","0.5191489361702135","0.45","0.2664956166283756","0","1","0.5191489361702135","0.45","0.2664956166283756","0","0","0","0","0","0","0","9.726663071999999E8","9.810034469759999E7","1.61314272E7","1239665.112"
"34","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","77456400","77456400","77456400","77456400","0","289935.11251171154","11543.707517245566","0","45400.06493867932","0","1389330.6560161212","694665.3280080606","694665.3280080606","982405.1281793539","708411.7412727721","708411.7412727721","708411.7412727721","708411.7412727721","-5353067.917152144","-5353067.917152144","-5353067.917152144","-5353067.917152144","0","1","0.48670212765957527","0.45","0.268266034757868","0","1","0.48670212765957527","0.45","0.268266034757868","0","0","0","0","0","0","0","9.846257568000001E8","9.93065406144E7","1.6553375999999998E7","1272090.96"
"35","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","77221200","77221200","77221200","77221200","0","380023.3056095662","11702.670807735072","0","48243.98937129059","0","1216761.1947692526","608380.5973846263","608380.5973846263","860380.091905984","931196.5477276635","931196.5477276635","931196.5477276635","931196.5477276635","-5448110.910278206","-5448110.910278206","-5448110.910278206","-5448110.910278206","0","1","0.45992907801418564","0.45","0.2531453282795319","0","1","0.45992907801418564","0.45","0.2531453282795319","0","0","0","0","0","0","0","9.816358944000001E8","9.900499163520001E7","1.6474550399999999E7","1266033.3839999998"
"36","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","75618000","75618000","75618000","75618000","0","242611.8382110665","11634.957405305875","0","42355.038960585516","0","1175006.3525234512","587503.1762617256","587503.1762617256","830854.9598066034","938796.9781958312","938796.9781958312","938796.9781958312","938796.9781958312","-5394861.319015541","-5394861.319015541","-5394861.319015541","-5394861.319015541","0","1","0.48475177304964645","0.45","0.2572398843354789","0","1","0.48475177304964645","0.45","0.2572398843354789","0","0","0","0","0","0","0","961256016","9.6949535328E7","1.61082432E7","1237883.4719999998"
"37","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","75076800","75076800","75076800","75076800","0","323868.3394823993","11271.881732271062","0","45572.77850882613","0","1358123.529334414","679061.764667207","679061.764667207","960338.3572813713","694507.3983412958","694507.3983412958","694507.3983412958","694507.3983412958","-5231301.57617615","-5231301.57617615","-5231301.57617615","-5231301.57617615","0","1","0.5184397163120579","0.45","0.2718011196925273","0","1","0.5184397163120579","0.45","0.2718011196925273","0","0","0","0","0","0","0","9.543762816000001E8","9.62556649728E7","1.6265894399999999E7","1249998.6239999998"
"38","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","73159200","73159200","73159200","73159200","0","295720.1511824282","11468.359505998516","0","44934.897689151","0","1395315.6261327306","697657.8130663653","697657.8130663653","986637.1411340073","636485.3420256856","636485.3420256856","636485.3420256856","636485.3420256856","-5265878.348849998","-5265878.348849998","-5265878.348849998","-5265878.348849998","0","1","0.49858156028368905","0.45","0.24021366989255805","0","1","0.49858156028368905","0.45","0.24021366989255805","0","0","0","0","0","0","0","9.299997504E8","9.37971176832E7","1.66090176E7","1276366.896"
"39","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","78486000","78486000","78486000","78486000","0","368575.1581572416","11406.862328009489","0","46418.00573697654","0","1202307.8723673783","601153.9361836892","601153.9361836892","850160.0496249433","964691.9912162278","964691.9912162278","964691.9912162278","964691.9912162278","-5383735.040082282","-5383735.040082282","-5383735.040082282","-5383735.040082282","0","1","0.49946808510638396","0.45","0.2622271176964635","0","1","0.49946808510638396","0.45","0.2622271176964635","0","0","0","0","0","0","0","997714032","1.0062658665599999E8","1.62241632E7","1246791.672"
"40","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","74500800","74500800","74500800","74500800","0","318038.3325529902","11898.130604500408","0","47548.747589981846","0","1307970.7251948076","653985.3625974038","653985.3625974038","924874.9693787347","748977.7277290155","748977.7277290155","748977.7277290155","748977.7277290155","-5412221.28339294","-5412221.28339294","-5412221.28339294","-5412221.28339294","0","1","0.49255319148936283","0.45","0.24169008788960333","0","1","0.49255319148936283","0.45","0.24169008788960333","0","0","0","0","0","0","0","9.470541696000001E8","9.55171776768E7","1.6910409599999998E7","1299528.216"
"41","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","76419600","76419600","76419600","76419600","0","366208.1407742294","11434.687056715442","0","47713.02119417394","0","1310512.8154813305","655256.4077406653","655256.4077406653","926672.4986587234","858643.7711456497","858643.7711456497","858643.7711456497","858643.7711456497","-5393738.336620733","-5393738.336620733","-5393738.336620733","-5393738.336620733","0","1","0.4712765957446819","0.45","0.2474952131211982","0","1","0.4712765957446819","0.45","0.2474952131211982","0","0","0","0","0","0","0","9.714459551999999E8","9.797726348159999E7","1.6335446399999999E7","1255343.544"
"42","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","78120000","78120000","78120000","78120000","0","267352.76645122416","11618.987917838593","0","45278.94644899791","0","1440042.8878690922","720021.4439345461","720021.4439345461","1018264.0912116942","824602.6396714649","824602.6396714649","824602.6396714649","824602.6396714649","-5541200.12037104","-5541200.12037104","-5541200.12037104","-5541200.12037104","0","1","0.48953900709219994","0.45","0.2463732670751024","0","1","0.48953900709219994","0.45","0.2463732670751024","0","0","0","0","0","0","0","993061440","1.0015733952E8","1.69845984E7","1305229.464"
"43","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","84808800","84808800","84808800","84808800","0","1122063.9584551107","12186.436885372912","0","76121.68669683437","0","1464014.438702727","732007.2193513635","732007.2193513635","1035214.5373617153","800120.8693388491","800120.8693388491","800120.8693388491","800120.8693388491","-5700710.509716736","-5700710.509716736","-5700710.509716736","-5700710.509716736","0","1","0.49964539007092323","0.45","0.24664989912156857","0","1","0.49964539007092323","0.45","0.24664989912156857","0","0","0","0","0","0","0","1.0780894656000001E9","1.087330232448E8","1.7879500799999997E7","1374000.768"
"44","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","78576000","78576000","78576000","78576000","0","304953.20761625253","11101.179302800783","0","40163.339527186676","0","1329378.1045362821","664689.0522681411","664689.0522681411","940012.2724785241","856649.3146029748","856649.3146029748","856649.3146029748","856649.3146029748","-5316559.982529079","-5316559.982529079","-5316559.982529079","-5316559.982529079","0","1","0.5115248226950366","0.45","0.2692089659598495","0","1","0.5115248226950366","0.45","0.2692089659598495","0","0","0","0","0","0","0","998858112","1.0074197529599999E8","1.62241632E7","1246791.672"
"45","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","70632000","70632000","70632000","70632000","0","267952.6113099076","11058.031434369841","0","43526.47350013111","0","1323139.0896865716","661569.5448432858","661569.5448432858","935600.6227703702","744562.727825426","744562.727825426","744562.727825426","744562.727825426","-5186066.682004293","-5186066.682004293","-5186066.682004293","-5186066.682004293","0","1","0.5141843971631218","0.45","0.2599840017754411","0","1","0.5141843971631218","0.45","0.2599840017754411","0","0","0","0","0","0","0","897873984","9.055700467199999E7","1.61685216E7","1242515.736"
"46","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","72681600","72681600","72681600","72681600","0","311753.5094607986","11660.345753304327","0","46163.916184292524","0","1347405.4284657158","673702.7142328579","673702.7142328579","952759.5154756733","590828.0027297148","590828.0027297148","590828.0027297148","590828.0027297148","-5226450.93362725","-5226450.93362725","-5226450.93362725","-5226450.93362725","0","1","0.5042553191489372","0.45","0.2811383419606089","0","1","0.5042553191489372","0.45","0.2811383419606089","0","0","0","0","0","0","0","9.239284992E8","9.31847886336E7","1.6326172799999999E7","1254630.888"
"47","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","82738800","82738800","82738800","82738800","0","331916.2243027644","11737.539769418077","0","48236.53854766241","0","1231847.440826756","615923.720413378","615923.720413378","871047.6787958934","870731.6933233696","870731.6933233696","870731.6933233696","870731.6933233696","-5412565.349126023","-5412565.349126023","-5412565.349126023","-5412565.349126023","0","1","0.49113475177305077","0.45","0.25371150202804393","0","1","0.49113475177305077","0.45","0.25371150202804393","0","0","0","0","0","0","0","1.0517756256000001E9","1.060790845248E8","1.63076256E7","1253205.576"
"48","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","79894800","79894800","79894800","79894800","0","241674.38550374852","11742.273911437956","0","46483.100663024044","0","1341790.0299379905","670895.0149689952","670895.0149689952","948788.8290976537","834585.5348520902","834585.5348520902","834585.5348520902","834585.5348520902","-5487696.807815585","-5487696.807815585","-5487696.807815585","-5487696.807815585","0","1","0.4845744680851076","0.45","0.2502340465737279","0","1","0.4845744680851076","0.45","0.2502340465737279","0","0","0","0","0","0","0","1.0156226976000001E9","1.024328035008E8","1.6660022399999999E7","1280286.504"
"49","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","73552800","73552800","73552800","73552800","0","352378.50845401105","11725.796598270916","0","48116.21502293628","0","1313468.033707449","656734.0168537245","656734.0168537245","928762.153506298","754754.9723561404","754754.9723561404","754754.9723561404","754754.9723561404","-5374897.646775988","-5374897.646775988","-5374897.646775988","-5374897.646775988","0","1","0.499645390070923","0.45","0.23138884819973402","0","1","0.499645390070923","0.45","0.23138884819973402","0","0","0","0","0","0","0","9.350031936E8","9.43017506688E7","1.67991264E7","1290976.344"
"50","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","76020000","76020000","76020000","76020000","0","263209.4499984148","11351.658152685366","0","44531.849886615004","0","1396464.8807242136","698232.4403621068","698232.4403621068","987449.7868489546","793092.9970301264","793092.9970301264","793092.9970301264","793092.9970301264","-5390725.476811612","-5390725.476811612","-5390725.476811612","-5390725.476811612","0","1","0.5120567375886532","0.45","0.25410513622698466","0","1","0.5120567375886532","0.45","0.25410513622698466","0","0","0","0","0","0","0","966366240","9.746493792E7","1.6414271999999998E7","1261401.1199999999"
"51","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","80574000","80574000","80574000","80574000","0","247646.48426449756","11004.618229898024","0","39367.221262040235","0","1459928.0247580567","729964.0123790284","729964.0123790284","1032325.0063507038","782599.6125767406","782599.6125767406","782599.6125767406","782599.6125767406","-5345829.978166042","-5345829.978166042","-5345829.978166042","-5345829.978166042","0","1","0.5214539007092207","0.45","0.25891715310759644","0","1","0.5214539007092207","0.45","0.25891715310759644","0","0","0","0","0","0","0","1024256688","1.0330360310399999E8","1.6279804799999999E7","1251067.608"
"52","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","77356800","77356800","77356800","77356800","0","269944.2066259049","11593.007670691204","0","44016.70263493044","0","1159998.4564009043","579999.2282004522","579999.2282004522","820242.7746870072","818312.4561949559","818312.4561949559","818312.4561949559","818312.4561949559","-5247539.075730779","-5247539.075730779","-5247539.075730779","-5247539.075730779","0","1","0.5072695035461003","0.45","0.27384566865487164","0","1","0.5072695035461003","0.45","0.27384566865487164","0","0","0","0","0","0","0","9.833596416000001E8","9.91788438528E7","1.60294176E7","1231825.896"
"53","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","77270400","77270400","77270400","77270400","0","581379.7617890945","12019.798022410176","0","52391.26222542743","0","1195144.6675501696","597572.3337750848","597572.3337750848","845094.8989236669","843048.5583717925","843048.5583717925","843048.5583717925","843048.5583717925","-5427776.268241632","-5427776.268241632","-5427776.268241632","-5427776.268241632","0","1","0.5104609929078024","0.45","0.2583938899966925","0","1","0.5104609929078024","0.45","0.2583938899966925","0","0","0","0","0","0","0","9.822613248000001E8","9.90680707584E7","1.66414752E7","1278861.192"
"54","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","76054800","76054800","76054800","76054800","0","275374.55206904054","11565.531512935724","0","45819.51816280777","0","1276457.367225409","638228.6836127045","638228.6836127045","902591.6602606139","768665.2434461317","768665.2434461317","768665.2434461317","768665.2434461317","-5306602.497319415","-5306602.497319415","-5306602.497319415","-5306602.497319415","0","1","0.4891843971631215","0.45","0.2642353664179065","0","1","0.4891843971631215","0.45","0.2642353664179065","0","0","0","0","0","0","0","9.668086176000001E8","9.75095548608E7","1.6289078399999999E7","1251780.264"
"55","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","78804000","78804000","78804000","78804000","0","329899.0516735395","11173.887505495804","0","45547.057810952654","0","1503573.451392516","751786.725696258","751786.725696258","1063186.98349171","653172.4614673255","653172.4614673255","653172.4614673255","653172.4614673255","-5307782.189409659","-5307782.189409659","-5307782.189409659","-5307782.189409659","0","1","0.4728723404255332","0.45","0.25855451874034424","0","1","0.4728723404255332","0.45","0.25855451874034424","0","0","0","0","0","0","0","1001756448","1.01034293184E8","1.63632672E7","1257481.5119999999"
"56","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","79590000","79590000","79590000","79590000","0","380906.3649098548","11479.60114442862","0","43694.7608196334","0","1527813.0386095631","763906.5193047816","763906.5193047816","1080326.9599860467","650973.4264854068","650973.4264854068","650973.4264854068","650973.4264854068","-5416033.987823843","-5416033.987823843","-5416033.987823843","-5416033.987823843","0","1","0.4984042553191499","0.45","0.268426162434545","0","1","0.4984042553191499","0.45","0.268426162434545","0","0","0","0","0","0","0","1011748080","1.0204202064E8","1.67713056E7","1288838.376"
"57","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","72442800","72442800","72442800","72442800","0","369092.659671705","11386.99000314957","0","46337.1478718423","0","1447599.4096412803","723799.7048206402","723799.7048206402","1023607.3589989921","789355.1891813944","789355.1891813944","789355.1891813944","789355.1891813944","-5448085.779710854","-5448085.779710854","-5448085.779710854","-5448085.779710854","0","1","0.48138297872340485","0.45","0.2569306969874189","0","1","0.48138297872340485","0.45","0.2569306969874189","0","0","0","0","0","0","0","9.208928736E8","9.28786241088E7","1.62380736E7","1247860.656"
"58","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","78003600","78003600","78003600","78003600","0","243270.85998208204","11554.117147676641","0","44075.337629643655","0","1221243.04932656","610621.52466328","610621.52466328","863549.2416557479","967754.6136943894","967754.6136943894","967754.6136943894","967754.6136943894","-5447258.698665761","-5447258.698665761","-5447258.698665761","-5447258.698665761","0","1","0.5125886524822707","0.45","0.274463632758649","0","1","0.5125886524822707","0.45","0.274463632758649","0","0","0","0","0","0","0","9.915817631999999E8","1.000081035456E8","1.65719232E7","1273516.2719999999"
"59","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","77940000","77940000","77940000","77940000","0","279410.2320887261","11617.548341599597","0","44862.1924481663","0","1385341.7076809828","692670.8538404914","692670.8538404914","979584.5157617747","636648.1760255239","636648.1760255239","636648.1760255239","636648.1760255239","-5298138.516037594","-5298138.516037594","-5298138.516037594","-5298138.516037594","0","1","0.4927304964539019","0.45","0.26069710487487996","0","1","0.4927304964539019","0.45","0.26069710487487996","0","0","0","0","0","0","0","990773280","9.992656224E7","1.67017536E7","1283493.456"
"60","false","baseline","baseline","false","baseline","organic vs conventional","true","false","true","false","baseline","521","false","false","false","true","baseline","baseline","baseline","baseline","85041600","85041600","85041600","85041600","0","441821.6646933062","11893.003097607892","0","51757.968953020245","0","1190417.1366613694","595208.5683306847","595208.5683306847","841752.0297739273","909389.5376572162","909389.5376572162","909389.5376572162","909389.5376572162","-5453633.547844012","-5453633.547844012","-5453633.547844012","-5453633.547844012","0","1","0.4969858156028377","0.45","0.26125850591995037","0","1","0.4969858156028377","0.45","0.26125850591995037","0","0","0","0","0","0","0","1.0810488192E9","1.0903149519359998E8","1.65162816E7","1269240.336"
