"BehaviorSpace results (NetLogo 6.2.2)"
"FFAR_ABMmodel_umbrella.nlogo"
"potatoes_small-potatoes_x1000_for_DPS"
"06/04/2022 20:22:22:911 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","624","0","452"
"[run number]","wheat-model","beef-scenario","wheat-scenario","potato-model","peach-scenario","display-style","hide-turtles?","peach-model","beef-model","debug-mode","potato-scenario","market-knowledge","DPS_x1000?","[step]","potato-model","wheat-model","peach-model","beef-model","potato-scenario","wheat-scenario","peach-scenario","beef-scenario","potato-russet-conventional_production-total-model-run","potato-russet-organic_production-total-model-run","potato-purple-conventional_production-total-model-run","potato-purple-organic_production-total-model-run","sum [hectares-farmed-potatoes] of potato_farmers","count potato_farmers with [fully-organic = 1]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0]","count potato_farmers with [organic-proportion = 0]","count potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","count potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","count potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","count potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","count potato_farmers with [fully-organic = 1 and farm-size = ""small""]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","count potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","count potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","count potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","count potato_farmers with [fully-organic = 1 and farm-size = ""large""]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","count potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","min [conventional-proportion] of potato_farmers","max [conventional-proportion] of potato_farmers","mean [conventional-proportion] of potato_farmers","median [conventional-proportion] of potato_farmers","standard-deviation [conventional-proportion] of potato_farmers","min [organic-proportion] of potato_farmers","max [organic-proportion] of potato_farmers","mean [organic-proportion] of potato_farmers","median [organic-proportion] of potato_farmers","standard-deviation [organic-proportion] of potato_farmers","min [transition-proportion] of potato_farmers","max [transition-proportion] of potato_farmers","mean [transition-proportion] of potato_farmers","median [transition-proportion] of potato_farmers","standard-deviation [transition-proportion] of potato_farmers","min [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","max [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","mean [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","median [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","standard-deviation [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","min [organic-proportion] of potato_farmers with [alternative-farmer = 0]","max [organic-proportion] of potato_farmers with [alternative-farmer = 0]","mean [organic-proportion] of potato_farmers with [alternative-farmer = 0]","median [organic-proportion] of potato_farmers with [alternative-farmer = 0]","standard-deviation [organic-proportion] of potato_farmers with [alternative-farmer = 0]","min [transition-proportion] of potato_farmers with [alternative-farmer = 0]","max [transition-proportion] of potato_farmers with [alternative-farmer = 0]","mean [transition-proportion] of potato_farmers with [alternative-farmer = 0]","median [transition-proportion] of potato_farmers with [alternative-farmer = 0]","standard-deviation [transition-proportion] of potato_farmers with [alternative-farmer = 0]","min [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","max [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","mean [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","median [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","standard-deviation [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","min [organic-proportion] of potato_farmers with [alternative-farmer = 1]","max [organic-proportion] of potato_farmers with [alternative-farmer = 1]","mean [organic-proportion] of potato_farmers with [alternative-farmer = 1]","median [organic-proportion] of potato_farmers with [alternative-farmer = 1]","standard-deviation [organic-proportion] of potato_farmers with [alternative-farmer = 1]","min [transition-proportion] of potato_farmers with [alternative-farmer = 1]","max [transition-proportion] of potato_farmers with [alternative-farmer = 1]","mean [transition-proportion] of potato_farmers with [alternative-farmer = 1]","median [transition-proportion] of potato_farmers with [alternative-farmer = 1]","standard-deviation [transition-proportion] of potato_farmers with [alternative-farmer = 1]","min [conventional-proportion] of potato_farmers with [farm-size = ""small""]","max [conventional-proportion] of potato_farmers with [farm-size = ""small""]","mean [conventional-proportion] of potato_farmers with [farm-size = ""small""]","median [conventional-proportion] of potato_farmers with [farm-size = ""small""]","standard-deviation [conventional-proportion] of potato_farmers with [farm-size = ""small""]","min [organic-proportion] of potato_farmers with [farm-size = ""small""]","max [organic-proportion] of potato_farmers with [farm-size = ""small""]","mean [organic-proportion] of potato_farmers with [farm-size = ""small""]","median [organic-proportion] of potato_farmers with [farm-size = ""small""]","standard-deviation [organic-proportion] of potato_farmers with [farm-size = ""small""]","min [transition-proportion] of potato_farmers with [farm-size = ""small""]","max [transition-proportion] of potato_farmers with [farm-size = ""small""]","mean [transition-proportion] of potato_farmers with [farm-size = ""small""]","median [transition-proportion] of potato_farmers with [farm-size = ""small""]","standard-deviation [transition-proportion] of potato_farmers with [farm-size = ""small""]","min [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","max [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","mean [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","median [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","standard-deviation [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","min [organic-proportion] of potato_farmers with [farm-size = ""medium""]","max [organic-proportion] of potato_farmers with [farm-size = ""medium""]","mean [organic-proportion] of potato_farmers with [farm-size = ""medium""]","median [organic-proportion] of potato_farmers with [farm-size = ""medium""]","standard-deviation [organic-proportion] of potato_farmers with [farm-size = ""medium""]","min [transition-proportion] of potato_farmers with [farm-size = ""medium""]","max [transition-proportion] of potato_farmers with [farm-size = ""medium""]","mean [transition-proportion] of potato_farmers with [farm-size = ""medium""]","median [transition-proportion] of potato_farmers with [farm-size = ""medium""]","standard-deviation [transition-proportion] of potato_farmers with [farm-size = ""medium""]","min [conventional-proportion] of potato_farmers with [farm-size = ""large""]","max [conventional-proportion] of potato_farmers with [farm-size = ""large""]","mean [conventional-proportion] of potato_farmers with [farm-size = ""large""]","median [conventional-proportion] of potato_farmers with [farm-size = ""large""]","standard-deviation [conventional-proportion] of potato_farmers with [farm-size = ""large""]","min [organic-proportion] of potato_farmers with [farm-size = ""large""]","max [organic-proportion] of potato_farmers with [farm-size = ""large""]","mean [organic-proportion] of potato_farmers with [farm-size = ""large""]","median [organic-proportion] of potato_farmers with [farm-size = ""large""]","standard-deviation [organic-proportion] of potato_farmers with [farm-size = ""large""]","min [transition-proportion] of potato_farmers with [farm-size = ""large""]","max [transition-proportion] of potato_farmers with [farm-size = ""large""]","mean [transition-proportion] of potato_farmers with [farm-size = ""large""]","median [transition-proportion] of potato_farmers with [farm-size = ""large""]","standard-deviation [transition-proportion] of potato_farmers with [farm-size = ""large""]","min [assets-change] of potato_farmers","max [assets-change] of potato_farmers","mean [assets-change] of potato_farmers","median [assets-change] of potato_farmers","standard-deviation [assets-change] of potato_farmers","min [assets-change] of potato_shippers","max [assets-change] of potato_shippers","mean [assets-change] of potato_shippers","median [assets-change] of potato_shippers","standard-deviation [assets-change] of potato_shippers","min [assets-change] of potato_repackers","max [assets-change] of potato_repackers","mean [assets-change] of potato_repackers","median [assets-change] of potato_repackers","standard-deviation [assets-change] of potato_repackers","min [assets-change] of distributors","max [assets-change] of distributors","mean [assets-change] of distributors","median [assets-change] of distributors","min [assets-change] of dps_buyers","max [assets-change] of dps_buyers","mean [assets-change] of dps_buyers","median [assets-change] of dps_buyers","min [assets-change] of potato_farmers with [alternative-farmer = 0]","max [assets-change] of potato_farmers with [alternative-farmer = 0]","mean [assets-change] of potato_farmers with [alternative-farmer = 0]","median [assets-change] of potato_farmers with [alternative-farmer = 0]","standard-deviation [assets-change] of potato_farmers with [alternative-farmer = 0]","min [assets-change] of potato_farmers with [alternative-farmer = 1]","max [assets-change] of potato_farmers with [alternative-farmer = 1]","mean [assets-change] of potato_farmers with [alternative-farmer = 1]","median [assets-change] of potato_farmers with [alternative-farmer = 1]","standard-deviation [assets-change] of potato_farmers with [alternative-farmer = 1]","min [assets-change] of potato_farmers with [farm-size = ""small""]","max [assets-change] of potato_farmers with [farm-size = ""small""]","mean [assets-change] of potato_farmers with [farm-size = ""small""]","median [assets-change] of potato_farmers with [farm-size = ""small""]","standard-deviation [assets-change] of potato_farmers with [farm-size = ""small""]","min [assets-change] of potato_farmers with [farm-size = ""medium""]","max [assets-change] of potato_farmers with [farm-size = ""medium""]","mean [assets-change] of potato_farmers with [farm-size = ""medium""]","median [assets-change] of potato_farmers with [farm-size = ""medium""]","standard-deviation [assets-change] of potato_farmers with [farm-size = ""medium""]","min [assets-change] of potato_farmers with [farm-size = ""large""]","max [assets-change] of potato_farmers with [farm-size = ""large""]","mean [assets-change] of potato_farmers with [farm-size = ""large""]","median [assets-change] of potato_farmers with [farm-size = ""large""]","standard-deviation [assets-change] of potato_farmers with [farm-size = ""large""]","min [assets-change] of potato_farmers with [fully-organic = 1]","max [assets-change] of potato_farmers with [fully-organic = 1]","mean [assets-change] of potato_farmers with [fully-organic = 1]","median [assets-change] of potato_farmers with [fully-organic = 1]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","min [assets-change] of potato_farmers with [organic-proportion = 0]","max [assets-change] of potato_farmers with [organic-proportion = 0]","mean [assets-change] of potato_farmers with [organic-proportion = 0]","median [assets-change] of potato_farmers with [organic-proportion = 0]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0]","min [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","max [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","mean [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","median [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","min [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","max [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","median [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","min [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","max [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","mean [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","median [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","min [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","max [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","median [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","min [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","max [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","mean [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","median [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","min [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","max [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","median [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","min [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","max [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","mean [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","median [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","min [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","max [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","median [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","min [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","max [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","mean [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","median [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","min [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","max [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","median [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","min [tls-initial] of potato_farmers","max [tls-initial] of potato_farmers","mean [tls-initial] of potato_farmers","median [tls-initial] of potato_farmers","standard-deviation [tls-initial] of potato_farmers","min [tls-final] of potato_farmers","max [tls-final] of potato_farmers","mean [tls-final] of potato_farmers","median [tls-final] of potato_farmers","standard-deviation [tls-final] of potato_farmers","min [tls-change] of potato_farmers","max [tls-change] of potato_farmers","mean [tls-change] of potato_farmers","median [tls-change] of potato_farmers","standard-deviation [tls-change] of potato_farmers","min [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","max [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","mean [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","median [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","standard-deviation [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","min [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","max [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","mean [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","median [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","standard-deviation [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","min [tls-change] of potato_farmers with [ farm-size = ""small"" ]","max [tls-change] of potato_farmers with [ farm-size = ""small"" ]","mean [tls-change] of potato_farmers with [ farm-size = ""small"" ]","median [tls-change] of potato_farmers with [ farm-size = ""small"" ]","standard-deviation [tls-change] of potato_farmers with [ farm-size = ""small"" ]","min [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","max [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","mean [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","median [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","standard-deviation [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","min [tls-change] of potato_farmers with [ farm-size = ""large"" ]","max [tls-change] of potato_farmers with [ farm-size = ""large"" ]","mean [tls-change] of potato_farmers with [ farm-size = ""large"" ]","median [tls-change] of potato_farmers with [ farm-size = ""large"" ]","standard-deviation [tls-change] of potato_farmers with [ farm-size = ""large"" ]","delta-hei-low-income","delta-hei-high-income","potato_CO2-kg-eq-at-farm-model-run","potato_CO2-kg-eq-at-Denver-model-run","potato_h2o-m3-at-farm-model-run","potato_h2o-m3-at-Denver-model-run"
"1","false","baseline","baseline","true","baseline","organic vs conventional","true","false","false","false","small-potatoes","0.5","false","521","true","false","false","false","small-potatoes","baseline","baseline","baseline","1.0912775859973505E10","1.7430218591911473E9","2.7520312877873063E9","4.229950632767447E8","20235","27","0","70","12","0","67","15","0","3","18","0","19","5","0","45","4","0","6","0","1","0.5416666666666666","1","0.5008764248619175","0","1","0.2708333333333333","0","0.4467229605793417","0","1","0.1875","0","0.3923612728354477","0","1","0.6282051282051282","1","0.48641210572593324","0","1","0.14102564102564102","0","0.3503007603626099","0","1","0.23076923076923078","0","0.42405209564413193","0","1","0.16666666666666666","0","0.3834824944236852","0","1","0.8333333333333334","1","0.38348249442368515","0","0","0","0","0","0","1","0.5135135135135135","1","0.5067117097095317","0","1","0.4864864864864865","0","0.5067117097095317","0","0","0","0","0","0","1","0.5510204081632653","1","0.5025445456953672","0","1","0.08163265306122448","0","0.2766416675862438","0","1","0.3673469387755102","0","0.48707791774949466","0","1","0.6","1","0.5163977794943223","0","1","0.4","0","0.5163977794943223","0","0","0","0","0","1642657.5561712752","6.4997656427127585E7","1.2586116399800405E7","8365631.333283166","1.2971278970142359E7","1.6240432901091504E8","2.1432008651644143E8","1.793206905574912E8","1.702791733513042E8","2.3723969420089927E7","8959935.486807326","1.6702855468291894E7","1.3594601548817141E7","1.4357807620084671E7","3332049.4438654464","2.018574837567384E7","2.018574837567384E7","2.018574837567384E7","2.018574837567384E7","-372474.92000000004","-372474.92000000004","-372474.92000000004","-372474.92000000004","1642657.5561712752","6.4997656427127585E7","1.2053087287187757E7","8277587.884513336","1.2227090535623495E7","3263932.0734478896","6.4560683492889404E7","1.48959092211219E7","8838580.8274933","1.6004244434444193E7","1642657.5561712752","1.126297031416018E7","5072297.149823702","4136134.6911362167","2571502.4297512504","4036926.201205808","2.9917589651243776E7","1.1543870816448845E7","1.0130800804047229E7","5378987.71902457","2.9646353368606973E7","6.4997656427127585E7","4.549425098313686E7","4.3566936659438185E7","1.2408182874235166E7","3334617.823883145","6.4997656427127585E7","1.676236114120295E7","8350032.902435928","1.8089340700444598E7","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1642657.5561712752","4.899136632472103E7","1.1123826749979E7","8641061.041998226","1.0046157535223976E7","4530556.0175005","6.4997656427127585E7","1.6890310520236295E7","7918772.454446054","2.011765689885689E7","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1642657.5561712752","4.899136632472103E7","1.1349873598328061E7","8642176.692183698","1.0198997786786998E7","3334617.823883145","6.4560683492889404E7","1.6660001637976278E7","1.0100905592029352E7","1.7020062734383248E7","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3263932.0734478896","9327128.752550673","6075447.136850014","5635280.584551479","3055470.248209355","3334617.823883145","1.126297031416018E7","6950523.8430052865","7234201.044969324","2339000.475885584","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1642657.5561712752","5518922.974184657","3292924.4931253605","3214673.5037906165","1090167.7456084634","1.4718298269822862E7","2.9917589651243776E7","2.085111353835288E7","1.859832031131277E7","5859998.891167962","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","4036926.201205808","2.298444893017049E7","1.07639678054311E7","9736809.489116719","4577220.9677312495","4.227476329284583E7","6.4997656427127585E7","5.580468848665504E7","5.7973167113323376E7","1.101158296999672E7","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.9646353368606973E7","4.899136632472103E7","3.86206259807914E7","3.885286093568136E7","7914560.399109625","0","0.541","0.3410937499999999","0.385","0.15419236639750736","0","1","0.5301358033310802","0.336343365804883","0.4317660281364046","-0.495","1","0.18904205333108018","0.05773877184858457","0.4322474253839272","-0.495","1","0.12113809430861434","-0.04503991881097458","0.42663540527299143","-0.13141148950332276","1","0.48329254242843256","0.478","0.3268451740921791","-0.495","0.5680000000000001","0.08018602773342604","-0.09426803430910857","0.4171968433091136","-0.383999999999978","0.864","0.22007342687077822","0.010761536820050516","0.4138001338562721","0","1","0.43975561769788063","0.19877808848940287","0.48881022123670126","0","0","1.111990120755699E9","300772.07624","3.66323795342969E8","74870.30224"
