"BehaviorSpace results (NetLogo 6.2.2)"
"FFAR_ABMmodel_umbrella.nlogo"
"potatoes_gfpp_x1000_for_DPS"
"06/04/2022 14:03:22:947 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","624","0","452"
"[run number]","wheat-model","beef-scenario","wheat-scenario","potato-model","peach-scenario","display-style","hide-turtles?","peach-model","beef-model","debug-mode","potato-scenario","market-knowledge","DPS_x1000?","[step]","potato-model","wheat-model","peach-model","beef-model","potato-scenario","wheat-scenario","peach-scenario","beef-scenario","potato-russet-conventional_production-total-model-run","potato-russet-organic_production-total-model-run","potato-purple-conventional_production-total-model-run","potato-purple-organic_production-total-model-run","sum [hectares-farmed-potatoes] of potato_farmers","count potato_farmers with [fully-organic = 1]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0]","count potato_farmers with [organic-proportion = 0]","count potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","count potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","count potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","count potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","count potato_farmers with [fully-organic = 1 and farm-size = ""small""]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","count potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","count potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","count potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","count potato_farmers with [fully-organic = 1 and farm-size = ""large""]","count potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","count potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","min [conventional-proportion] of potato_farmers","max [conventional-proportion] of potato_farmers","mean [conventional-proportion] of potato_farmers","median [conventional-proportion] of potato_farmers","standard-deviation [conventional-proportion] of potato_farmers","min [organic-proportion] of potato_farmers","max [organic-proportion] of potato_farmers","mean [organic-proportion] of potato_farmers","median [organic-proportion] of potato_farmers","standard-deviation [organic-proportion] of potato_farmers","min [transition-proportion] of potato_farmers","max [transition-proportion] of potato_farmers","mean [transition-proportion] of potato_farmers","median [transition-proportion] of potato_farmers","standard-deviation [transition-proportion] of potato_farmers","min [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","max [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","mean [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","median [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","standard-deviation [conventional-proportion] of potato_farmers with [alternative-farmer = 0]","min [organic-proportion] of potato_farmers with [alternative-farmer = 0]","max [organic-proportion] of potato_farmers with [alternative-farmer = 0]","mean [organic-proportion] of potato_farmers with [alternative-farmer = 0]","median [organic-proportion] of potato_farmers with [alternative-farmer = 0]","standard-deviation [organic-proportion] of potato_farmers with [alternative-farmer = 0]","min [transition-proportion] of potato_farmers with [alternative-farmer = 0]","max [transition-proportion] of potato_farmers with [alternative-farmer = 0]","mean [transition-proportion] of potato_farmers with [alternative-farmer = 0]","median [transition-proportion] of potato_farmers with [alternative-farmer = 0]","standard-deviation [transition-proportion] of potato_farmers with [alternative-farmer = 0]","min [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","max [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","mean [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","median [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","standard-deviation [conventional-proportion] of potato_farmers with [alternative-farmer = 1]","min [organic-proportion] of potato_farmers with [alternative-farmer = 1]","max [organic-proportion] of potato_farmers with [alternative-farmer = 1]","mean [organic-proportion] of potato_farmers with [alternative-farmer = 1]","median [organic-proportion] of potato_farmers with [alternative-farmer = 1]","standard-deviation [organic-proportion] of potato_farmers with [alternative-farmer = 1]","min [transition-proportion] of potato_farmers with [alternative-farmer = 1]","max [transition-proportion] of potato_farmers with [alternative-farmer = 1]","mean [transition-proportion] of potato_farmers with [alternative-farmer = 1]","median [transition-proportion] of potato_farmers with [alternative-farmer = 1]","standard-deviation [transition-proportion] of potato_farmers with [alternative-farmer = 1]","min [conventional-proportion] of potato_farmers with [farm-size = ""small""]","max [conventional-proportion] of potato_farmers with [farm-size = ""small""]","mean [conventional-proportion] of potato_farmers with [farm-size = ""small""]","median [conventional-proportion] of potato_farmers with [farm-size = ""small""]","standard-deviation [conventional-proportion] of potato_farmers with [farm-size = ""small""]","min [organic-proportion] of potato_farmers with [farm-size = ""small""]","max [organic-proportion] of potato_farmers with [farm-size = ""small""]","mean [organic-proportion] of potato_farmers with [farm-size = ""small""]","median [organic-proportion] of potato_farmers with [farm-size = ""small""]","standard-deviation [organic-proportion] of potato_farmers with [farm-size = ""small""]","min [transition-proportion] of potato_farmers with [farm-size = ""small""]","max [transition-proportion] of potato_farmers with [farm-size = ""small""]","mean [transition-proportion] of potato_farmers with [farm-size = ""small""]","median [transition-proportion] of potato_farmers with [farm-size = ""small""]","standard-deviation [transition-proportion] of potato_farmers with [farm-size = ""small""]","min [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","max [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","mean [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","median [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","standard-deviation [conventional-proportion] of potato_farmers with [farm-size = ""medium""]","min [organic-proportion] of potato_farmers with [farm-size = ""medium""]","max [organic-proportion] of potato_farmers with [farm-size = ""medium""]","mean [organic-proportion] of potato_farmers with [farm-size = ""medium""]","median [organic-proportion] of potato_farmers with [farm-size = ""medium""]","standard-deviation [organic-proportion] of potato_farmers with [farm-size = ""medium""]","min [transition-proportion] of potato_farmers with [farm-size = ""medium""]","max [transition-proportion] of potato_farmers with [farm-size = ""medium""]","mean [transition-proportion] of potato_farmers with [farm-size = ""medium""]","median [transition-proportion] of potato_farmers with [farm-size = ""medium""]","standard-deviation [transition-proportion] of potato_farmers with [farm-size = ""medium""]","min [conventional-proportion] of potato_farmers with [farm-size = ""large""]","max [conventional-proportion] of potato_farmers with [farm-size = ""large""]","mean [conventional-proportion] of potato_farmers with [farm-size = ""large""]","median [conventional-proportion] of potato_farmers with [farm-size = ""large""]","standard-deviation [conventional-proportion] of potato_farmers with [farm-size = ""large""]","min [organic-proportion] of potato_farmers with [farm-size = ""large""]","max [organic-proportion] of potato_farmers with [farm-size = ""large""]","mean [organic-proportion] of potato_farmers with [farm-size = ""large""]","median [organic-proportion] of potato_farmers with [farm-size = ""large""]","standard-deviation [organic-proportion] of potato_farmers with [farm-size = ""large""]","min [transition-proportion] of potato_farmers with [farm-size = ""large""]","max [transition-proportion] of potato_farmers with [farm-size = ""large""]","mean [transition-proportion] of potato_farmers with [farm-size = ""large""]","median [transition-proportion] of potato_farmers with [farm-size = ""large""]","standard-deviation [transition-proportion] of potato_farmers with [farm-size = ""large""]","min [assets-change] of potato_farmers","max [assets-change] of potato_farmers","mean [assets-change] of potato_farmers","median [assets-change] of potato_farmers","standard-deviation [assets-change] of potato_farmers","min [assets-change] of potato_shippers","max [assets-change] of potato_shippers","mean [assets-change] of potato_shippers","median [assets-change] of potato_shippers","standard-deviation [assets-change] of potato_shippers","min [assets-change] of potato_repackers","max [assets-change] of potato_repackers","mean [assets-change] of potato_repackers","median [assets-change] of potato_repackers","standard-deviation [assets-change] of potato_repackers","min [assets-change] of distributors","max [assets-change] of distributors","mean [assets-change] of distributors","median [assets-change] of distributors","min [assets-change] of dps_buyers","max [assets-change] of dps_buyers","mean [assets-change] of dps_buyers","median [assets-change] of dps_buyers","min [assets-change] of potato_farmers with [alternative-farmer = 0]","max [assets-change] of potato_farmers with [alternative-farmer = 0]","mean [assets-change] of potato_farmers with [alternative-farmer = 0]","median [assets-change] of potato_farmers with [alternative-farmer = 0]","standard-deviation [assets-change] of potato_farmers with [alternative-farmer = 0]","min [assets-change] of potato_farmers with [alternative-farmer = 1]","max [assets-change] of potato_farmers with [alternative-farmer = 1]","mean [assets-change] of potato_farmers with [alternative-farmer = 1]","median [assets-change] of potato_farmers with [alternative-farmer = 1]","standard-deviation [assets-change] of potato_farmers with [alternative-farmer = 1]","min [assets-change] of potato_farmers with [farm-size = ""small""]","max [assets-change] of potato_farmers with [farm-size = ""small""]","mean [assets-change] of potato_farmers with [farm-size = ""small""]","median [assets-change] of potato_farmers with [farm-size = ""small""]","standard-deviation [assets-change] of potato_farmers with [farm-size = ""small""]","min [assets-change] of potato_farmers with [farm-size = ""medium""]","max [assets-change] of potato_farmers with [farm-size = ""medium""]","mean [assets-change] of potato_farmers with [farm-size = ""medium""]","median [assets-change] of potato_farmers with [farm-size = ""medium""]","standard-deviation [assets-change] of potato_farmers with [farm-size = ""medium""]","min [assets-change] of potato_farmers with [farm-size = ""large""]","max [assets-change] of potato_farmers with [farm-size = ""large""]","mean [assets-change] of potato_farmers with [farm-size = ""large""]","median [assets-change] of potato_farmers with [farm-size = ""large""]","standard-deviation [assets-change] of potato_farmers with [farm-size = ""large""]","min [assets-change] of potato_farmers with [fully-organic = 1]","max [assets-change] of potato_farmers with [fully-organic = 1]","mean [assets-change] of potato_farmers with [fully-organic = 1]","median [assets-change] of potato_farmers with [fully-organic = 1]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0]","min [assets-change] of potato_farmers with [organic-proportion = 0]","max [assets-change] of potato_farmers with [organic-proportion = 0]","mean [assets-change] of potato_farmers with [organic-proportion = 0]","median [assets-change] of potato_farmers with [organic-proportion = 0]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0]","min [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","max [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","mean [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","median [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 0]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 0]","min [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","max [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","median [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 0]","min [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","max [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","mean [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","median [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and alternative-farmer = 1]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and alternative-farmer = 1]","min [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","max [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","median [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and alternative-farmer = 1]","min [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","max [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","mean [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","median [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""small""]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""small""]","min [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","max [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","median [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""small""]","min [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","max [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","mean [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","median [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""medium""]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""medium""]","min [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","max [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","median [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""medium""]","min [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","max [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","mean [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","median [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 1 and farm-size = ""large""]","min [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","max [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","mean [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","median [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","standard-deviation [assets-change] of potato_farmers with [fully-organic = 0 and organic-proportion > 0 and farm-size = ""large""]","min [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","max [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","mean [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","median [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","standard-deviation [assets-change] of potato_farmers with [organic-proportion = 0 and farm-size = ""large""]","min [tls-initial] of potato_farmers","max [tls-initial] of potato_farmers","mean [tls-initial] of potato_farmers","median [tls-initial] of potato_farmers","standard-deviation [tls-initial] of potato_farmers","min [tls-final] of potato_farmers","max [tls-final] of potato_farmers","mean [tls-final] of potato_farmers","median [tls-final] of potato_farmers","standard-deviation [tls-final] of potato_farmers","min [tls-change] of potato_farmers","max [tls-change] of potato_farmers","mean [tls-change] of potato_farmers","median [tls-change] of potato_farmers","standard-deviation [tls-change] of potato_farmers","min [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","max [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","mean [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","median [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","standard-deviation [tls-change] of potato_farmers with [ alternative-farmer = 0 ]","min [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","max [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","mean [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","median [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","standard-deviation [tls-change] of potato_farmers with [ alternative-farmer = 1 ]","min [tls-change] of potato_farmers with [ farm-size = ""small"" ]","max [tls-change] of potato_farmers with [ farm-size = ""small"" ]","mean [tls-change] of potato_farmers with [ farm-size = ""small"" ]","median [tls-change] of potato_farmers with [ farm-size = ""small"" ]","standard-deviation [tls-change] of potato_farmers with [ farm-size = ""small"" ]","min [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","max [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","mean [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","median [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","standard-deviation [tls-change] of potato_farmers with [ farm-size = ""medium"" ]","min [tls-change] of potato_farmers with [ farm-size = ""large"" ]","max [tls-change] of potato_farmers with [ farm-size = ""large"" ]","mean [tls-change] of potato_farmers with [ farm-size = ""large"" ]","median [tls-change] of potato_farmers with [ farm-size = ""large"" ]","standard-deviation [tls-change] of potato_farmers with [ farm-size = ""large"" ]","delta-hei-low-income","delta-hei-high-income","potato_CO2-kg-eq-at-farm-model-run","potato_CO2-kg-eq-at-Denver-model-run","potato_h2o-m3-at-farm-model-run","potato_h2o-m3-at-Denver-model-run"
"1","false","baseline","baseline","true","baseline","organic vs conventional","true","false","false","false","gfpp","0.5","false","521","true","false","false","false","gfpp","baseline","baseline","baseline","1.0862103519424583E10","1.4590310989473178E9","2.738570160113576E9","3.534202021362376E8","19854","24","0","73","14","0","70","10","0","3","17","0","20","5","0","45","2","0","8","0","1","0.5833333333333334","1","0.49559462778335217","0","1","0.23958333333333334","0","0.4290697812628877","0","1","0.17708333333333334","0","0.3837431066870448","0","1","0.6385542168674698","1","0.4833398353280308","0","1","0.1566265060240964","0","0.3656577004836755","0","1","0.20481927710843373","0","0.40602283200783923","0","1","0.23076923076923078","0","0.4385290096535146","0","1","0.7692307692307693","1","0.4385290096535146","0","0","0","0","0","0","1","0.5405405405405406","1","0.5052279240652235","0","1","0.4594594594594595","0","0.5052279240652235","0","0","0","0","0","0","1","0.5714285714285714","1","0.5000000000000002","0","1","0.08163265306122448","0","0.2766416675862439","0","1","0.3469387755102041","0","0.48092880658867043","0","1","0.8","1","0.42163702135578396","0","1","0.2","0","0.42163702135578396","0","0","0","0","0","1871175.075086199","8.756078977908683E7","1.1468285256785085E7","8080029.396048237","1.1823551994258782E7","1.4952306144470838E8","2.0588442177141696E8","1.757801189858505E8","1.738564963636384E8","2.59602937267917E7","1.882925681584509E7","3.036104350932976E7","2.5499119814925335E7","2.6403089467263237E7","4848001.621197014","-3.1793163516978107E7","-3.1793163516978107E7","-3.1793163516978107E7","-3.1793163516978107E7","-1305083.88","-1305083.88","-1305083.88","-1305083.88","1871175.075086199","5.04427269816183E7","1.0651598502370458E7","7819298.266749953","9102787.117188046","2990412.5433602855","8.756078977908683E7","1.6682516073432345E7","9564112.561065575","2.2504204024559747E7","1871175.075086199","1.1245844408091648E7","5251198.333672782","4859263.110464932","2424799.248514097","4723874.670173942","2.754079254894989E7","1.071845350508223E7","9280942.785845945","4916565.174433293","2.2447497025123432E7","8.756078977908683E7","3.814568245564465E7","3.0417546721729547E7","1.9247475321908128E7","2990412.5433602855","8.756078977908683E7","1.357017041110228E7","7755285.07436126","1.793782772245959E7","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1871175.075086199","5.04427269816183E7","1.0756126961393816E7","8573583.654706957","8928241.13040388","5229172.205946066","4.38079622303206E7","9938516.73356983","6747625.114962586","9916502.054515293","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1871175.075086199","5.04427269816183E7","1.0783848783194363E7","8584653.090881187","8934854.714761628","2990412.5433602855","8.756078977908683E7","1.8654485559647717E7","9945593.754323702","2.511989420953542E7","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3123897.9215928423","2.2447497025123432E7","1.0109284452714434E7","4756458.411427025","1.0716339419302914E7","2990412.5433602855","1.1245844408091648E7","7242371.906137546","7024593.840310244","2080552.0020071468","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1871175.075086199","5090666.484172221","3558700.7970777317","3517448.3461991185","965625.473825296","7267119.063401867","2.754079254894989E7","1.4239003090541806E7","1.065179105204726E7","8054207.613565302","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","4723874.670173942","1.978832052802246E7","1.0309670659847887E7","9273233.294364937","4348305.345221559","4.38079622303206E7","8.756078977908683E7","6.5684376004703715E7","6.5684376004703715E7","3.093792105581819E7","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.2447497025123432E7","5.04427269816183E7","3.1261009068379894E7","3.0188769440510698E7","8290129.166481721","0","0.594","0.3344270833333333","0.3825","0.15567190496558467","0","1","0.49585669262487936","0.3285313727160527","0.40834577698165886","-0.487","1","0.16142960929154623","-0.04021905198305687","0.41186186936453395","-0.487","1","0.12689427027642358","-0.0770902691367058","0.41026788713149565","-0.17873249716667416","1","0.38192446608040587","0.488","0.36304537441669993","-0.487","0.573","0.06802218069097556","-0.10283954864372058","0.38211291559069754","-0.391","0.91","0.21388663909670103","-0.05495200154914115","0.42871896280959104","0","1","0.24999764906839927","0","0.40824829053155326","0","0","1.086662353245867E9","300772.07624","3.547212243321375E8","74870.30224"
